<Ticker>,<DTYYYYMMDD>,<Open>,<High>,<Low>,<Close>,<Volume>
AAA,20141111,16.2,16.3,15.8,15.8,416500
AAA,20141110,16.3,16.7,16.2,16.2,299700
AAA,20141107,16.2,16.2,15.9,16.2,120000
AAA,20141106,15.7,16.5,15.7,16.2,685600
AAA,20141105,15.6,15.6,15.3,15.6,113000
AAA,20141104,15.8,15.8,15.6,15.6,50600
AAA,20141103,15.7,15.9,15.6,15.8,188100
AAA,20141031,15.5,15.6,15.3,15.6,182500
AAA,20141030,15.5,15.5,15.3,15.4,114400
AAA,20141029,15.2,15.5,15.1,15.5,109200
AAA,20141028,15.2,15.2,15.0,15.1,111300
AAA,20141027,15.6,15.6,14.9,15.2,85400
AAA,20141024,15.7,15.7,15.3,15.5,74600
AAA,20141023,15.7,15.7,15.4,15.5,124100
AAA,20141022,15.6,15.7,15.5,15.7,86200
AAA,20141021,15.5,15.6,15.3,15.6,83200
AAA,20141020,15.9,15.9,15.5,15.5,66600
AAA,20141017,15.5,15.6,15.1,15.6,149500
AAA,20141016,15.8,15.8,15.0,15.3,347100
AAA,20141015,16.0,16.0,15.7,15.9,166100
AAA,20141014,16.3,16.4,15.9,15.9,199000
AAA,20141013,16.1,16.3,16.0,16.3,176300
AAA,20141010,16.2,16.4,16.1,16.1,246210
AAA,20141009,16.5,16.5,16.3,16.4,198800
AAA,20141008,16.3,16.7,16.2,16.4,351200
AAA,20141007,16.6,16.7,16.3,16.3,695400
AAA,20141006,16.7,16.9,16.6,16.7,210700
AAA,20141003,16.4,16.9,16.4,16.7,480600
AAA,20141002,16.1,16.7,16.1,16.5,438800
AAA,20141001,16.0,16.2,15.7,16.1,291300
AAA,20140930,15.8,15.9,15.6,15.7,174440
AAA,20140929,16.0,16.0,15.5,15.8,306100
AAA,20140926,16.2,16.2,16.0,16.0,184700
AAA,20140925,16.0,16.2,15.8,16.2,251200
AAA,20140924,16.1,16.2,15.9,16.2,361300
AAA,20140923,16.3,16.3,16.0,16.1,442900
AAA,20140922,16.6,16.7,16.3,16.3,327200
AAA,20140919,16.8,16.8,16.6,16.6,162900
AAA,20140918,16.5,17.1,16.4,16.7,1303200
AAA,20140917,16.9,16.9,16.5,16.5,629300
AAA,20140916,16.5,16.7,16.3,16.7,416800
AAA,20140915,16.8,17.1,16.7,16.7,554700
AAA,20140912,16.7,16.8,16.6,16.8,555300
AAA,20140911,16.8,17.0,16.6,16.7,794500
AAA,20140910,16.8,16.9,16.5,16.8,368400
AAA,20140909,17.4,17.5,16.4,16.7,784540
AAA,20140908,16.8,17.6,16.7,17.4,1728570
AAA,20140905,16.7,16.7,16.6,16.7,365100
AAA,20140904,17.0,17.0,16.5,16.6,429106
AAA,20140903,16.8,17.0,16.7,16.9,745550
AAA,20140829,16.9,16.9,16.6,16.8,254600
AAA,20140828,16.6,17.0,16.6,16.8,487400
AAA,20140827,17.1,17.1,16.4,16.5,565100
AAA,20140826,17.2,17.2,15.7,17.1,1468650
AAA,20140825,15.6,15.9,15.6,15.7,728050
AAA,20140822,15.5,15.6,15.4,15.4,624456
AAA,20140821,15.9,16.1,15.4,15.7,928000
AAA,20140820,15.9,16.1,15.7,15.9,396776
AAA,20140819,16.4,16.5,15.8,15.9,903600
AAA,20140818,16.2,16.7,16.1,16.4,1033900
AAA,20140815,16.5,16.6,16.0,16.2,450200
AAA,20140814,17.6,17.6,16.3,16.5,1038300
AAA,20140813,14.6,16.1,14.5,16.1,1742800
AAA,20140812,14.7,14.7,14.6,14.6,42100
AAA,20140811,14.9,14.9,14.6,14.8,143100
AAA,20140808,14.4,14.9,14.4,14.9,384700
AAA,20140807,14.4,14.5,14.3,14.4,88800
AAA,20140806,14.4,14.4,14.3,14.4,107400
AAA,20140805,14.4,14.5,14.3,14.4,141000
AAA,20140804,14.1,14.2,14.0,14.2,46410
AAA,20140801,14.2,14.2,14.0,14.1,143100
AAA,20140731,14.2,14.3,14.0,14.2,155400
AAA,20140730,14.0,14.2,14.0,14.1,137600
AAA,20140729,14.2,14.4,14.0,14.2,80400
AAA,20140728,14.6,14.6,14.1,14.2,297300
AAA,20140725,15.0,15.0,14.6,14.6,252100
AAA,20140724,14.8,15.1,14.6,15.0,360000
AAA,20140723,14.9,15.1,14.8,14.8,67300
AAA,20140722,14.8,14.9,14.7,14.9,75900
AAA,20140721,15.1,15.2,14.7,14.9,225000
AAA,20140718,15.2,15.2,14.8,15.1,293500
AAA,20140717,15.1,15.1,14.9,15.1,266800
AAA,20140716,15.3,15.6,15.1,15.1,359110
AAA,20140715,15.2,15.3,15.0,15.2,251800
AAA,20140714,14.9,15.1,14.7,15.1,119600
AAA,20140711,15.2,15.2,14.7,14.9,393800
AAA,20140710,15.7,15.7,14.6,15.2,487100
AAA,20140709,15.4,15.7,15.2,15.6,273100
AAA,20140708,14.7,15.4,14.6,15.2,555900
AAA,20140707,14.8,15.0,14.7,14.8,374200
AAA,20140704,14.9,14.9,14.6,14.8,326100
AAA,20140703,14.7,14.9,14.5,14.8,818100
AAA,20140702,13.9,14.4,13.8,14.4,432200
AAA,20140701,13.9,14.1,13.7,13.9,249300
AAA,20140630,13.8,14.0,13.7,13.9,101900
AAA,20140627,13.9,13.9,13.8,13.9,149200
AAA,20140626,14.0,14.0,13.9,14.0,179900
AAA,20140625,13.7,13.9,13.7,13.9,182200
AAA,20140624,13.6,13.7,13.5,13.7,137500
AAA,20140623,13.7,13.7,13.5,13.5,173300
AAA,20140620,13.8,13.8,13.5,13.6,57500
AAA,20140619,13.9,13.9,13.4,13.7,191600
AAA,20140618,14.0,14.0,13.7,13.8,384716
AAA,20140617,13.5,13.7,13.5,13.5,244300
AAA,20140616,13.6,13.6,13.4,13.5,161100
AAA,20140613,13.6,13.6,13.4,13.6,185000
AAA,20140612,13.6,13.8,13.6,13.5,206100
AAA,20140611,13.5,13.7,13.4,13.7,327100
AAA,20140610,13.4,13.7,13.3,13.5,330800
AAA,20140609,13.3,13.5,13.1,13.4,120900
AAA,20140606,13.1,13.4,13.1,13.4,102000
AAA,20140605,13.0,13.1,12.9,13.2,81316
AAA,20140604,13.2,13.2,12.8,13.0,207700
AAA,20140603,13.1,13.3,13.0,13.2,169600
AAA,20140602,13.4,13.5,13.1,13.1,384300
AAA,20140530,13.7,13.9,13.5,13.5,315300
AAA,20140529,13.8,14.1,13.5,13.8,457500
AAA,20140528,13.6,14.2,13.5,14.1,775400
AAA,20140527,13.0,13.4,12.9,13.3,466900
AAA,20140526,12.9,13.1,12.8,13.0,197510
AAA,20140523,13.0,13.1,12.9,13.0,153000
AAA,20140522,13.6,13.7,13.0,13.0,639200
AAA,20140521,12.8,13.5,12.8,13.5,541300
AAA,20140520,12.1,13.1,12.0,13.1,391035
AAA,20140519,12.2,12.4,12.0,12.2,207400
AAA,20140516,11.9,12.2,11.5,12.2,306500
AAA,20140515,12.0,12.2,11.3,11.8,366700
AAA,20140514,11.8,12.1,11.5,12.1,267300
AAA,20140513,11.2,11.6,11.2,11.4,458700
AAA,20140512,11.8,12.5,11.1,11.3,511700
AAA,20140509,11.8,12.3,10.9,12.2,358100
AAA,20140508,13.1,13.1,11.8,11.8,811500
AAA,20140507,13.3,13.4,13.2,13.1,95600
AAA,20140506,13.1,13.3,12.7,13.3,433600
AAA,20140505,14.2,14.2,13.4,13.3,322400
AAA,20140429,14.0,14.2,13.9,14.3,108700
AAA,20140428,14.4,14.4,14.1,14.1,74300
AAA,20140425,14.1,14.2,14.0,14.2,174700
AAA,20140424,14.1,14.3,14.1,14.1,100700
AAA,20140423,14.7,14.7,14.2,14.2,102800
AAA,20140422,14.1,14.6,13.8,14.6,379500
AAA,20140421,14.6,14.8,14.2,14.2,250000
AAA,20140418,15.7,15.7,14.8,14.9,465700
AAA,20140417,15.2,15.6,15.1,15.7,204500
AAA,20140416,15.6,15.7,14.8,15.1,379100
AAA,20140415,16.5,16.5,15.7,15.7,490800
AAA,20140414,16.7,16.7,16.3,16.5,485200
AAA,20140411,17.1,17.1,16.6,16.7,383100
AAA,20140410,16.8,17.5,16.8,17.0,201100
AAA,20140408,16.7,17.6,16.7,17.5,490200
AAA,20140407,16.9,17.0,16.6,16.7,156300
AAA,20140404,16.9,17.0,16.4,16.6,494300
AAA,20140403,16.7,16.9,16.7,16.9,255400
AAA,20140402,16.9,17.0,16.3,16.7,390600
AAA,20140401,17.3,17.3,16.6,16.9,459700
AAA,20140331,17.7,17.7,17.1,17.3,256500
AAA,20140328,17.3,17.5,17.0,17.0,269600
AAA,20140327,17.2,17.3,16.7,17.1,465200
AAA,20140326,18.1,18.2,16.8,17.2,1104400
AAA,20140325,18.7,18.7,18.0,18.1,547000
AAA,20140324,18.3,19.1,18.3,18.7,881200
AAA,20140321,18.2,18.4,18.1,18.3,791000
AAA,20140320,18.2,18.6,18.1,18.2,361300
AAA,20140319,18.2,18.3,18.1,18.2,596200
AAA,20140318,18.3,18.5,18.1,18.2,674000
AAA,20140317,18.1,18.4,18.0,18.2,641211
AAA,20140314,18.6,18.7,17.9,18.1,1441600
AAA,20140313,19.0,19.0,18.5,18.6,460900
AAA,20140312,18.7,19.1,18.3,18.9,713300
AAA,20140311,17.9,19.3,17.9,18.7,1430000
AAA,20140310,17.8,17.8,17.6,17.8,411100
AAA,20140307,18.0,18.1,17.6,17.7,541800
AAA,20140306,16.6,18.1,16.6,17.7,1500400
AAA,20140305,16.5,16.7,16.4,16.5,299000
AAA,20140304,16.0,16.9,15.3,16.3,480300
AAA,20140303,16.8,16.8,16.0,16.0,605100
AAA,20140228,16.9,17.1,16.6,16.8,606900
AAA,20140227,17.3,17.5,16.8,16.8,638400
AAA,20140226,17.4,17.4,16.8,17.2,529800
AAA,20140225,17.4,17.5,17.2,17.4,650200
AAA,20140224,17.4,17.7,17.2,17.4,461500
AAA,20140221,16.5,17.6,16.0,17.3,1322500
AAA,20140220,17.8,17.8,16.2,16.5,1065800
AAA,20140219,17.6,18.3,17.6,17.9,991316
AAA,20140218,17.7,18.0,17.4,17.6,548100
AAA,20140217,17.0,17.9,16.6,17.6,1481360
AAA,20140214,16.9,17.1,16.7,17.0,562600
AAA,20140213,17.4,17.4,16.9,17.0,679200
AAA,20140212,16.7,17.2,16.7,17.3,377000
AAA,20140211,18.0,18.0,16.8,16.7,551700
AAA,20140210,16.6,17.6,16.5,17.6,858000
AAA,20140207,17.0,17.0,16.6,16.7,524900
AAA,20140206,16.9,17.0,16.5,17.0,217350
AAA,20140127,16.7,16.9,16.4,16.9,432100
AAA,20140124,17.0,17.0,16.5,16.7,299100
AAA,20140123,16.3,17.3,16.3,16.9,359300
AAA,20140122,16.5,17.1,16.0,16.4,749400
AAA,20140121,14.7,16.1,14.7,16.1,757900
AAA,20140120,14.9,15.7,14.6,14.6,527700
AAA,20140117,15.3,15.3,15.0,15.0,772200
AAA,20140116,15.1,15.5,14.9,15.2,562600
AAA,20140115,14.2,15.3,14.2,15.1,981800
AAA,20140114,13.5,14.3,13.5,14.1,1233900
AAA,20140113,13.5,13.7,13.4,13.5,475000
AAA,20140110,13.7,13.7,13.5,13.5,426300
AAA,20140109,13.1,13.8,13.1,13.7,753400
AAA,20140108,13.2,13.3,13.1,13.2,267000
AAA,20140107,13.4,13.4,13.1,13.3,292040
AAA,20140106,12.8,13.1,12.8,13.1,242510
AAA,20140103,12.7,12.8,12.7,12.7,78500
AAA,20140102,12.9,12.9,12.8,12.8,126000
AAA,20131231,12.6,12.9,12.6,12.9,241600
AAA,20131230,12.9,12.9,12.5,12.5,301601
AAA,20131227,12.9,13.0,12.9,12.9,118207
AAA,20131226,13.1,13.1,12.9,12.9,240900
AAA,20131225,13.3,13.3,13.1,13.2,172200
AAA,20131224,13.3,13.3,13.1,13.2,183800
AAA,20131223,13.1,13.2,13.1,13.2,220246
AAA,20131220,13.3,13.3,13.2,13.1,194203
AAA,20131219,12.9,13.4,12.9,13.3,485604
AAA,20131218,13.1,13.1,12.9,13.0,181100
AAA,20131217,12.8,12.9,12.8,13.0,279500
AAA,20131216,12.7,12.9,12.7,12.7,142200
AAA,20131213,12.6,12.7,12.5,12.7,104900
AAA,20131212,12.2,12.6,12.2,12.6,427300
AAA,20131211,12.9,12.9,12.5,12.5,337000
AAA,20131210,13.0,13.0,12.9,12.9,321700
AAA,20131209,13.2,13.3,13.0,13.0,718316
AAA,20131206,13.1,13.4,13.0,13.2,268310
AAA,20131205,13.3,13.3,13.0,13.1,400600
AAA,20131204,12.7,13.2,12.7,13.2,865110
AAA,20131203,12.3,12.9,12.3,12.7,968300
AAA,20131202,12.3,12.4,12.2,12.3,218500
AAA,20131129,12.4,12.4,12.3,12.3,299100
AAA,20131128,12.3,12.4,12.2,12.4,152400
AAA,20131127,12.3,12.5,12.3,12.3,402600
AAA,20131126,12.2,12.4,12.2,12.3,354400
AAA,20131125,12.5,12.6,12.4,12.3,462000
AAA,20131122,12.3,12.6,12.2,12.5,404360
AAA,20131121,11.2,13.0,11.2,12.4,1040220
AAA,20131120,12.3,12.4,12.2,12.4,461520
AAA,20131119,11.9,12.3,11.9,12.3,1056640
AAA,20131118,11.7,12.1,11.7,11.9,938900
AAA,20131115,11.5,11.6,11.5,11.6,211500
AAA,20131114,11.7,11.7,11.5,11.5,286300
AAA,20131113,11.5,11.8,11.5,11.6,293700
AAA,20131112,12.0,12.0,11.6,11.7,363700
AAA,20131111,11.7,12.0,11.7,11.9,531000
AAA,20131108,11.8,11.8,11.6,11.6,197600
AAA,20131107,11.6,11.9,11.6,11.7,636100
AAA,20131106,11.5,11.6,11.4,11.6,323600
AAA,20131105,11.6,11.7,11.4,11.5,455400
AAA,20131104,11.2,11.6,11.2,11.6,282000
AAA,20131101,11.4,11.5,11.3,11.3,291100
AAA,20131031,11.4,11.5,11.3,11.4,201600
AAA,20131030,11.5,11.6,11.4,11.4,246000
AAA,20131029,11.2,11.5,11.2,11.5,341600
AAA,20131028,11.7,11.9,11.3,11.3,726600
AAA,20131025,12.0,12.0,11.7,11.8,361300
AAA,20131024,12.0,13.2,11.6,12.0,664600
AAA,20131023,11.8,12.1,11.8,12.0,762000
AAA,20131022,11.8,11.9,11.6,11.7,728500
AAA,20131021,12.1,12.3,11.9,11.9,710200
AAA,20131018,11.7,12.1,11.6,12.0,966800
AAA,20131017,11.4,11.8,11.4,11.7,976300
AAA,20131016,11.3,11.8,11.3,11.4,427500
AAA,20131015,11.1,11.5,11.1,11.4,470500
AAA,20131014,11.3,11.3,11.1,11.1,393500
AAA,20131011,11.5,11.6,11.3,11.4,399100
AAA,20131010,11.0,11.8,11.0,11.4,1514300
AAA,20131009,11.1,11.2,11.0,11.1,717600
AAA,20131008,11.2,11.3,11.0,11.1,621000
AAA,20131007,10.7,11.4,10.7,11.3,918800
AAA,20131004,10.6,10.7,10.6,10.7,407900
AAA,20131003,10.6,10.7,10.5,10.7,918800
AAA,20131002,10.3,10.7,10.3,10.6,1044300
AAA,20131001,9.9,10.4,9.9,10.3,1124400
AAA,20130930,9.9,9.9,9.9,9.9,239200
AAA,20130927,9.9,10.0,9.9,9.8,396700
AAA,20130926,9.8,10.1,9.7,10.0,695200
AAA,20130925,9.5,9.9,9.5,9.8,428700
AAA,20130924,9.5,9.6,9.4,9.6,200200
AAA,20130923,9.5,9.6,9.4,9.5,222800
AAA,20130920,9.5,9.5,9.4,9.5,89900
AAA,20130919,9.5,9.5,9.4,9.5,120100
AAA,20130918,9.5,9.5,9.4,9.4,270200
AAA,20130917,9.5,9.5,9.4,9.4,129100
AAA,20130916,9.5,9.5,9.4,9.5,64300
AAA,20130913,9.6,9.7,9.5,9.5,154800
AAA,20130912,9.5,9.6,9.5,9.6,87500
AAA,20130911,9.6,9.6,9.4,9.5,85000
AAA,20130910,9.5,9.5,9.4,9.5,145400
AAA,20130909,9.5,9.5,9.4,9.4,105400
AAA,20130906,9.5,9.6,8.8,9.6,56200
AAA,20130905,9.7,9.7,9.5,9.6,41300
AAA,20130904,8.8,9.7,8.8,9.6,49500
AAA,20130903,9.7,9.7,9.7,9.7,19700
AAA,20130830,9.7,9.7,9.6,9.8,90000
AAA,20130829,9.7,9.8,9.6,9.6,57000
AAA,20130828,9.7,9.7,9.5,9.7,195700
AAA,20130827,9.8,9.8,9.8,9.8,85700
AAA,20130826,9.8,9.9,9.7,9.9,130300
AAA,20130823,9.9,9.9,9.7,9.8,173600
AAA,20130822,9.9,10.0,9.8,9.8,169100
AAA,20130821,9.8,10.0,9.8,10.0,272700
AAA,20130820,10.1,10.1,9.9,9.9,159800
AAA,20130819,9.8,10.1,9.8,10.0,314300
AAA,20130816,9.9,9.9,9.7,9.8,113900
AAA,20130815,9.7,9.8,9.6,9.8,162000
AAA,20130814,9.7,9.7,9.6,9.7,216100
AAA,20130813,9.7,9.8,9.7,9.7,193900
AAA,20130812,9.8,9.9,9.7,9.8,104300
AAA,20130809,9.8,9.9,9.8,9.8,211600
AAA,20130808,9.8,9.8,9.7,9.7,264100
AAA,20130807,9.8,9.8,9.7,9.7,130200
AAA,20130806,9.6,9.8,9.6,9.7,176600
AAA,20130805,9.8,9.8,9.7,9.7,94400
AAA,20130802,9.7,9.8,9.7,9.8,22100
AAA,20130801,9.6,9.8,9.6,9.8,44100
AAA,20130731,9.6,9.7,9.5,9.7,28800
AAA,20130730,9.4,9.6,9.4,9.6,73000
AAA,20130729,9.0,9.8,9.0,9.5,94000
AAA,20130726,9.8,9.9,9.7,9.7,90800
AAA,20130725,9.8,9.8,9.7,9.8,137000
AAA,20130724,9.9,9.9,9.6,9.8,153200
AAA,20130723,9.9,10.0,9.9,10.0,90800
AAA,20130722,10.1,10.1,9.9,10.0,83200
AAA,20130719,9.9,10.1,9.9,10.1,240700
AAA,20130718,9.8,10.0,9.8,9.9,218000
AAA,20130717,9.7,9.9,9.7,9.9,27400
AAA,20130716,10.0,10.0,9.8,9.8,84700
AAA,20130715,9.8,9.9,9.7,9.9,183600
AAA,20130712,9.7,9.8,9.6,9.8,128200
AAA,20130711,9.7,9.7,9.6,9.6,88300
AAA,20130710,9.7,9.7,9.6,9.7,60500
AAA,20130709,9.5,9.7,9.5,9.6,59800
AAA,20130708,9.9,9.9,9.5,9.6,97700
AAA,20130705,9.8,9.8,9.5,9.5,259700
AAA,20130704,9.8,9.8,9.7,9.7,79800
AAA,20130703,9.7,9.8,9.7,9.8,57200
AAA,20130702,8.8,9.9,8.8,9.8,86000
AAA,20130701,9.6,9.7,9.6,9.7,31600
AAA,20130628,8.8,9.9,8.8,9.7,154100
AAA,20130627,9.6,9.8,9.6,9.8,126500
AAA,20130626,9.6,9.6,9.4,9.6,91500
AAA,20130625,9.8,9.8,9.4,9.5,396000
AAA,20130624,10.0,10.0,9.9,9.9,121600
AAA,20130621,9.9,10.1,9.9,10.0,186500
AAA,20130620,10.0,10.0,9.9,10.0,107800
AAA,20130619,10.2,10.2,10.0,10.0,175800
AAA,20130618,10.1,10.1,10.0,10.1,169700
AAA,20130617,10.4,10.4,10.1,10.1,420700
AAA,20130614,10.7,10.7,10.5,10.5,312300
AAA,20130613,10.8,10.8,10.4,10.6,413100
AAA,20130612,10.4,10.6,10.4,10.5,410200
AAA,20130611,10.4,10.6,10.3,10.5,216600
AAA,20130610,10.5,10.6,10.4,10.5,473000
AAA,20130607,10.4,10.5,10.3,10.4,543700
AAA,20130606,10.1,10.6,10.1,10.4,345100
AAA,20130605,10.3,10.5,10.2,10.5,381500
AAA,20130604,10.9,10.9,10.2,10.2,552500
AAA,20130603,10.6,10.7,10.4,10.6,517500
AAA,20130531,10.8,10.9,10.6,10.6,667000
